response_id,survey_date,last_tool_used,age,age_group_self_reported,occupation,employment_status,prior_education,annual_income_usd,income_range_self_reported,favorite_color,region,urbanicity,household_size,daily_task,primary_ai_use_case,last_prompt,ai_feedback_comment,sentiment_label_self_reported,preferred_device,subscription_status,usage_frequency,monthly_ai_budget_usd,trust_level,privacy_concern,decision_stage,info_source,adoption_motivation,likelihood_to_recommend,satisfaction_score,age_group,income_group,high_value_user,likely_to_pay,feedback_sentiment,tool_group,trust_score_num,privacy_score_num
R100261,2026-04-15,Claude,27.0,25-34,Student,Full-time,High school,90000.0,$75k-$99k,Pink,South,Suburban,1.0,Presentation design,Creative writing,Make a study guide for my marketing exam.,Great for brainstorming when I do not know where to start.,Positive,Smartphone,Paid work/school,A few times a week,,High,,Postpurchase behavior,News article,keep up with AI,10.0,5.0,25-34,$75K-$99K,Yes,No,Positive,Claude,4.0,
R100262,2026-02-27,Claude,36.0,35-44,Administrative Assistant,Full-time,Master's degree,65000.0,$50k-$74k,Blue,West,Urban,1.0,Social media captions,Productivity,Help me plan a budget for next month.,It is becoming part of my daily workflow.,Positive,Smartphone,Free,Rarely,1.0,Very high,Moderate,Evaluation of alternatives,Ad,Save time,7.0,5.0,35-44,$40K-$74K,No,No,Positive,Claude,5.0,2.0
R100263,2026-05-12,Claude,56.0,55-64,marketing,Full-time,Some college,34000.0,$25k-$49k,Black,West,Suburban,5.0,Social media captions,Productivity,Make this spreadsheet easier to understand.,It depends on the task.,Neutral,Laptop,Free,Multiple times daily,0.0,Moderate,Moderate,Not sure,Professor/teacher,Compare options,5.0,3.0,55+,Under $40K,No,No,Neutral,Claude,3.0,2.0
R100264,2026-03-04,Claude,37.0,35-44,Teacher,Retired,Bachelor's degree,116000.0,$100k-$149k,Purple,West,Urban,2.0,legal research,Creative writing,Help me plan a budget for next month.,The tone options are actually really useful.,Positive,Tablet,Paid individual,Daily,19.0,Moderate,Moderate,Evaluation of alternatives,Coworker,Improve writing,6.0,3.0,35-44,$100K-$149K,Yes,No,Positive,Claude,3.0,2.0
R100265,2026-04-30,Claude,,55-64,Consultant,Self-employed,Some college,61000.0,$50k-$74k,black,Midwest,,3.0,Customer service replies,Shopping decisions,Help me plan a budget for next month.,GREAT FOR BRAINSTORMING WHEN I DO NOT KNOW WHERE TO START.,Positive,Desktop,Free,A few times a week,13.0,High,Moderate,Information search,Social media,Learn faster,10.0,5.0,Unknown,$40K-$74K,No,No,Positive,Claude,4.0,2.0
R100266,2026-02-17,Claude,39.0,35-44,software engineer,Part-time,Associate degree,150000.0,$150k+,Pink,Midwest,Urban,3.0,Data analysis,Research,CREATE A 7-DAY MEAL PLAN FOR A BUSY FAMILY.,"I LIKE IT FOR IDEAS, BUT PRIVACY STILL BOTHERS ME.",,Laptop,Paid individual,Daily,31.0,Low,High,Postpurchase behavior,Podcast,Be more creative,3.0,2.0,35-44,$150K+,Yes,No,,Claude,2.0,3.0
R100267,2026-03-15,Claude,36.0,35-44,Nonprofit Coordinator,Full-time,Bachelor's degree,82000.0,$75k-$99k,emerald,South,Rural,1.0,Scheduling,Financial planning,Explain this legal clause like I'm not a lawyer.,it is becoming part of my daily workflow.,,Laptop,Trial,Weekly,0.0,Low,Moderate,Evaluation of alternatives,Professor/teacher,Make better decisions,7.0,3.0,35-44,$75K-$99K,No,No,,Claude,2.0,2.0
R100268,22-03-2026,Claude,18.0,18-24,Graphic Designer,Full-time,Bachelor's degree,43000.0,$25k-$49k,White,West,Urban,1.0,Travel planning,Productivity,Draft a customer service reply to an angry customer.,It saved me an hour and made the task feel manageable.,Positive,Laptop,Free,Daily,14.0,High,Low,Purchase decision,Social media,Reduce stress,10.0,5.0,18-24,$40K-$74K,No,No,Positive,Claude,4.0,1.0
R100269,05/08/2026,Claude,30.0,25-34,Marketing Manager,,Master's degree,85000.0,$75k-$99k,White,South,Urban,2.0,Customer service replies,Education,Draft a customer service reply to an angry customer.,Surprisingly helpful; the answer was clear and easy to use.,Positive,laptop,Paid work/school,Monthly,10.0,Moderate,Moderate,Problem recognition,YouTube,Reduce stress,8.0,4.0,25-34,$75K-$99K,No,No,Positive,Claude,3.0,2.0
R100271,2026-05-15,Claude,55.0,55-64,Instructor,Full-time,Bachelor's degree,62000.0,$50k-$74k,Gray,Midwest,Suburban,4.0,Researching products,Research,Make my resume sound more confident.,I use it sometimes when I remember.,Neutral,Laptop,Paid individual,Rarely,24.0,Low,High,Postpurchase behavior,Professor/teacher,Automate routine work,0.0,1.0,55+,$40K-$74K,No,No,Neutral,Claude,2.0,3.0
R100272,2026-02-14,Claude,26.0,25-34,Small Business Owner,Self-employed,Master's degree,53000.0,$50k-$74k,crimson,Northeast,Urban,1.0,brainstorming content,Productivity,Compare three laptops for a college student under $900.,The free version is useful but too limited.,,Smartphone,Paid individual,A few times a week,9.0,Very high,Low,Postpurchase behavior,Professor/teacher,Reduce stress,5.0,4.0,25-34,$40K-$74K,Yes,No,,Claude,5.0,1.0
R100273,2026-04-28,Claude,51.0,45-54,Marketing Manager,Student,Associate degree,60000.0,$50k-$74k,Orange,West,Urban,1.0,Translation,Career planning,Brainstorm TikTok captions 4 a new product launch.," It helps me start, but I finish the work myself. ",Mixed,Laptop,Trial,Multiple times daily,9.0,Moderate,High,Information search,Social media,Learn faster,5.0,3.0,45-54,$40K-$74K,No,No,Mixed,Claude,3.0,3.0
R100274,2026-02-01,Claude,47.0,45-54,UX Designer,Contract,Master's degree,88000.0,$75k-$99k,Pink,International,Suburban,3.0,Data analysis ,Personal organization,Write a bedtime story about a robot dog.,The output is decent if I ask the question the right way.,Neutral,Smartphone,Free,Multiple times daily,0.0,High,High,Evaluation of alternatives,Employer,Compare options,7.0,4.0,45-54,$75K-$99K,No,No,Neutral,Claude,4.0,3.0
R100275,2026-05-24,Claude,39.0,35-44,Retail Manager,Part-time,Associate degree,64000.0,$50k-$74k,Pink,South,Suburban,4.0,presentation design,Research,Turn these notes into a presentation outline.,"Good for speed, bad for accuracy.",Mixed,Laptop,Free,Multiple times daily,12.0,Moderate,,Evaluation of alternatives,Ad,Learn faster,2.0,3.0,35-44,$40K-$74K,No,No,Mixed,Claude,3.0,
R100276,2026-04-12,Claude,50.0,45-54,Engineer,Contract,High school,71000.0,$50k-$74k,Green,West,Urban,3.0,Presentation design,Creative writing,Give me ideas for a weekend trip.,"Great assistant, terrible source checker.",Mixed,Laptop,Paid individual,Daily,35.0,High,High,Purchase decision,Social media,Compare options,8.0,4.0,45-54,$40K-$74K,Yes,No,Mixed,Claude,4.0,3.0
R100277,2026-02-18,Claude,47.0,45-54,Administrative Assistant,Full-time,Bachelor's degree,66000.0,$50k-$74k,Black,Northeast,Rural,2.0,Legal research,Data analysis,Turn these notes into a presentation outline.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Desktop,Free,A few times a week,0.0,Moderate,Low,Purchase decision,Search engine,Compare options,3.0,3.0,45-54,$40K-$74K,No,No,Mixed,Claude,3.0,1.0
R100278,2026-05-10,Claude,69.0,65+,Teacher,Student,Associate degree,94000.0,$75k-$99k,BLACK,West,Suburban,5.0,Social media captions,Shopping decisions,Summarize this article in plain English.,It is becoming part of my daily workflow.,Positive,Desktop,Trial,Multiple times daily,0.0,Moderate,Moderate,Not sure,Ad,Save time,10.0,5.0,55+,$75K-$99K,No,No,Positive,Claude,3.0,2.0
R100279,2026-03-24,Claude,24.0,18-24,Marketing Manager,Full-time,Bachelor's degree,55000.0,$50k-$74k,Red,West,Suburban,4.0,healthcare admin notes,Entertainment,Suggest questions to ask before buying a used car.,"It is helpful, but I do not trust it for important decisions.",Negative,Smartphone,Trial,A few times a week,0.0,Moderate,Extreme,Evaluation of alternatives,News article,Be more creative,,2.0,18-24,$40K-$74K,No,No,Negative,Claude,3.0,4.0
R100280,"Apr 07, 2026",Claude,44.0,adult,Marketer,Full-time,Master's degree,134000.0,$100k-$149k,green,Midwest,Urban,4.0,Customer service replies,Personal organization,Brainstorm TikTok captions for a new product launch.,I need more examples before I judge it.,Neutral,Laptop,Paid individual,Multiple times daily,0.0,High,,Not sure,Social media,save time,7.0,4.0,35-44,$100K-$149K,Yes,No,Neutral,Claude,4.0,
R100281,2026-04-08,Claude,29.0,25-34,Customer Support Rep,,Some college,74000.0,$50k-$74k,pink,West,Urban,5.0,Presentation design,Creative writing,Debug this Python error and explain what happened.,"Good for speed, bad for accuracy.",Mixed,Laptop,Free,A few times a week,13.0,High,Low,Evaluation of alternatives,Search engine,Improve writing,7.0,3.0,25-34,$40K-$74K,No,No,Mixed,Claude,4.0,1.0
R100282,04/21/2026,Claude,32.0,25-34,business owner,Contract,Master's degree,85000.0,$75k-$99k,Gray,South,Rural,3.0,Job applications,Creative writing,Draft a customer service reply to an angry customer.,I use it sometimes when I remember.,Neutral,Smartphone,Free,Tried once,,Moderate,Extreme,Information search,Friend/family,Compare options,2.0,2.0,25-34,$75K-$99K,No,No,Neutral,Claude,3.0,4.0
R100283,2026-05-19,Claude,47.0,45-54,Product Manager,Full-time,Bachelor's degree,,$75k-$99k,orange,South,Urban,2.0,Healthcare admin notes,Shopping decisions,WRITE A BEDTIME STORY ABOUT A ROBOT DOG.,I worry about where my personal data goes.,Negative,Desktop,Free,Daily,0.0,Moderate,High,Postpurchase behavior,Social media,Improve writing,3.0,2.0,45-54,Unknown,No,No,Negative,Claude,3.0,3.0
R100284,2026-03-27,Claude,38.0,35-44,Physician Assistant,,Bachelor's degree,79000.0,$75k-$99k,Purple,Midwest,Suburban,6.0,Customer service replies,Productivity,give me ideas for a weekend trip.,"It is helpful, but I do not trust it for important decisions.",Negative,Smartphone,,Daily,17.0,High,Extreme,Information search,Friend/family,Save time,4.0,2.0,35-44,$75K-$99K,No,No,Negative,Claude,4.0,4.0
R100285,2026-03-06,Claude,31.0,25-34,Consultant,Full-time,Master's degree,123000.0,$100k-$149k,Orange,South,Urban,3.0,Translation,Entertainment,Make my resume sound more confident.,I mostly use it for small things.,Neutral,Tablet,Free,Daily,0.0,Moderate,Low,Purchase decision,Coworker,curiosity,4.0,3.0,25-34,$100K-$149K,No,No,Neutral,Claude,3.0,1.0
R100286,2026-03-30,Claude,24.0,18-24,Small Business Owner,Part-time,Trade/Certificate,39000.0,$25k-$49k,Teal,West,Suburban,3.0,Job applications,Productivity,Translate this message into Spanish but keep it casual.,The response felt robotic and missed the point.,Negative,Desktop,Free,Monthly,1.0,Moderate,High,Evaluation of alternatives,Podcast,curiosity,2.0,1.0,18-24,Under $40K,No,No,Negative,Claude,3.0,3.0
R100287,"May 06, 2026",Claude,46.0,45-54,Chef,Freelance,High school,32000.0,$25k-$49k,Green,Northeast,Rural,2.0,Legal research,Marketing content,Make this spreadsheet easier to understand.,It helped me organize my thoughts when I was stuck.,Positive,Laptop,Free,Weekly,9.0,High,Extreme,Postpurchase behavior,News article,Have fun,4.0,4.0,45-54,Under $40K,No,No,Positive,Claude,4.0,4.0
R100288,2026-02-17,Claude,30.0,25-34,student,Self-employed,Bachelor's degree,72000.0,$50k-$74k,Teal,South,Suburban,3.0,Legal research,Productivity,Help me plan a budget for next month.,It depends on the task.,Neutral,Smartphone,Paid individual,Weekly,18.0,Very high,Low,Evaluation of alternatives,Professor/teacher,Make better decisions,,4.0,25-34,$40K-$74K,No,No,Neutral,Claude,5.0,1.0
R100289,2026-04-04,Claude,35.0,35-44,Consultant,Part-time,Bachelor's degree,85000.0,$75k-$99k,Purple,Midwest,Suburban,2.0,Researching products,Marketing content,Brainstorm TikTok captions for a new product launch.,I worry about where my personal data goes.,,Laptop,Trial,Weekly,0.0,Moderate,Low,Evaluation of alternatives,Friend/family,Automate routine work,6.0,3.0,35-44,$75K-$99K,No,No,,Claude,3.0,1.0
R100290,2026-02-19,Claude,31.0,25-34,Marketing Manager,Full-time,Some college,90000.0,$75k-$99k,Blue,Midwest,Suburban,,Brainstorming content,Data analysis,Write a bedtime story about a robot dog.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Smartphone,Paid individual,Weekly,11.0,Moderate,Low,Problem recognition,Ad,Improve writing,8.0,4.0,25-34,$75K-$99K,No,No,Positive,Claude,3.0,1.0
R100291,2026-03-18,Claude,39.0,35-44,Journalist,Part-time,High school,109000.0,$100k-$149k,Blue,Midwest,Suburban,2.0,Personal finance,Research,Translate this message into Spanish but keep it casual.,It saved me an hour and made the task feel manageable.,Positive,Laptop,Not sure,A few times a week,0.0,Moderate,Moderate,Information search,Social media,Have fun,3.0,3.0,35-44,$100K-$149K,No,No,Positive,Claude,3.0,2.0
R100292,2026-04-24,Claude,57.0,55-64,designer,Self-employed,Bachelor's degree,76000.0,$75k-$99k,White,South,Urban,5.0,Scheduling,Personal organization,Can you check if this source is credible?,"IT WAS OKAY, NOTHING SPECIAL.",Neutral,Smartphone,Free,Rarely,0.0,High,High,Information search,Search engine,Make better decisions,7.0,4.0,55+,$75K-$99K,No,No,Neutral,Claude,4.0,3.0
R100293,2026-05-24,Claude,34.0,25-34,Software Developer,Full-time,High school,69000.0,$50k-$74k,Orange,South,,1.0,Writing emails,Research,Write a polite email asking for more time on a project.,I have not used it enough to decide.,Neutral,Smartphone,Paid individual,Daily,35.0,Moderate,Extreme,Purchase decision,YouTube,,2.0,2.0,25-34,$40K-$74K,Yes,No,Neutral,Claude,3.0,4.0
R100294,2026-05-14,Claude,19.0,18-24,Marketing Manager,Contract,Bachelor's degree,44000.0,$25k-$49k,turquoise,Midwest,Urban,1.0,job applications,Entertainment,Give me ideas for a weekend trip.,I stopped using it after it made a mistake at work.,Negative,Desktop,Free,Daily,0.0,Low,Low,Purchase decision,Social media,,3.0,1.0,18-24,$40K-$74K,No,No,Negative,Claude,2.0,1.0
R100295,2026-04-24,Claude,29.0,25-34,Engineer,Contract,Master's degree,159000.0,$150k+,Teal,Northeast,Urban,2.0,Job applications,Entertainment,  Can u check if this source is credible?   ,"It is worth trying, but not worth paying for yet.",Mixed,Laptop,Paid individual,Multiple times daily,54.0,High,Extreme,Information search,Professor/teacher,Have fun,9.0,5.0,25-34,$150K+,Yes,No,Mixed,Claude,4.0,4.0
R100296,2026-02-28,Claude,44.0,35-44,Chef,Student,Associate degree,91000.0,$75k-$99k,Yellow,Northeast,Urban,5.0,Social media captions,Education,Make a study guide for my marketing exam.,"I like it for ideas, but privacy still bothers me.",Mixed,Laptop,Paid individual,Tried once,1.0,Moderate,Moderate,Evaluation of alternatives,Professor/teacher,Be more creative,0.0,2.0,35-44,$75K-$99K,No,No,Mixed,Claude,3.0,2.0
R100298,2026-03-14,Claude,32.0,25-34,software engineer,Full-time,High school,73000.0,$50k-$74k,Pink,South,Rural,3.0,Scheduling,Marketing content,"What should I cook with chicken, rice, and spinach?",I use it sometimes when I remember.,Neutral,Laptop,Paid individual,A few times a week,25.0,Low,Extreme,Purchase decision,Employer,Save time,1.0,1.0,25-34,$40K-$74K,Yes,No,Neutral,Claude,2.0,4.0
R100299,23-03-2026,Claude,41.0,35-44,Lawyer,,Associate degree,113000.0,$100k-$149k,crimson,Northeast,Urban,3.0,Researching products,Shopping decisions,Give me ideas for a weekend trip.,It made my work look more polished.,Positive,Smartphone,Free,Rarely,0.0,High,High,Evaluation of alternatives,Employer,Automate routine work,1.0,2.0,35-44,$100K-$149K,No,No,Positive,Claude,4.0,3.0
R100300,2026-03-06,Claude,18.0,adult,Journalist,Full-time,Master's degree,87000.0,$75k-$99k,Black,Midwest,Rural,2.0,Personal finance,Coding,Brainstorm TikTok captions for a new product launch.,"IT WAS OKAY, NOTHING SPECIAL.",Neutral,Smartphone,Trial,Multiple times daily,0.0,Moderate,High,Postpurchase behavior,Search engine,free trial,5.0,3.0,18-24,$75K-$99K,No,No,Neutral,Claude,3.0,3.0
R100301,2026-04-09,Claude,31.0,25-34,Product Manager,Self-employed,High school,53000.0,$50k-$74k,Yellow,South,Suburban,2.0,Travel planning,Coding,"What should I cook with chicken, rice, and spinach?",I worry about where my personal data goes!!!,Negative,Laptop,Trial,A few times a week,0.0,Moderate,High,Postpurchase behavior,Podcast,Automate routine work,2.0,2.0,25-34,$40K-$74K,No,No,Negative,Claude,3.0,3.0
R100302,2026-03-06,Claude,24.0,18-24,coder,Full-time,Some college,67000.0,$50k-$74k,Black,West,Suburban,2.0,Legal research,Coding,"What should I cook with chicken, rice, and spinach?","I like it for ideas, but privacy still bothers me.",Mixed,Laptop,,Weekly,6.0,Moderate,Extreme,Postpurchase behavior,Social media,free trial,,2.0,18-24,$40K-$74K,No,No,Mixed,Claude,3.0,4.0
R100303,2026-05-05,Claude,30.0,25-34,Product Manager,Full-time,Associate degree,35000.0,$25k-$49k,Yellow,South,Urban,1.0,Writing emails,Data analysis,"what should i cook with chicken, rice, and spinach?",The suggestions felt practical and not too generic.,Positive,Laptop,Trial,Rarely,0.0,High,Moderate,Information search,Search engine,Learn faster,9.0,5.0,25-34,Under $40K,No,No,Positive,Claude,4.0,2.0
R100304,2026-02-22,Claude,36.0,35-44,Small Business Owner,Freelance,Some college,73000.0,$50k-$74k,green,International,Urban,2.0,personal finance ,Research,Compare three laptops for a college student under $900.,"Useful for drafts, but I would never send the first version.",Mixed,Laptop,,Multiple times daily,13.0,High,Low,Purchase decision,YouTube,Save time,6.0,4.0,35-44,$40K-$74K,No,No,Mixed,Claude,4.0,1.0
R100305,2026-03-28,Claude,44.0,35-44,Freelancer,Freelance,Master's degree,78000.0,$75k-$99k,Green,South,Rural,3.0,job applications,Coding,Write a polite email asking 4 more time on a project.,IT SAVED ME AN HOUR AND MADE THE TASK FEEL MANAGEABLE.,Positive,Laptop,Free,Weekly,9.0,High,Moderate,Postpurchase behavior,Coworker,Reduce stress,10.0,5.0,35-44,$75K-$99K,No,No,Positive,Claude,4.0,2.0
R100306,05/01/2026,Claude,43.0,35-44,Small Business Owner,Freelance,Master's degree,107000.0,$100k-$149k,grey,Northeast,Suburban,1.0,Healthcare admin notes,Career planning,Turn these notes into a presentation outline.,The response felt robotic and missed the point.,Negative,Smartphone,Free,Weekly,5.0,Moderate,High,Purchase decision,,Improve writing,5.0,3.0,35-44,$100K-$149K,No,No,Negative,Claude,3.0,3.0
R100307,2026-03-31,Claude,41.0,35-44,Teacher,Self-employed,Master's degree,114000.0,$100k-$149k,Red,West,rural,4.0,Social media captions,Customer support,Compare three laptops for a college student under $900.,It repeats the same advice over and over.,,Smartphone,Free,Multiple times daily,17.0,Very high,,Postpurchase behavior,Ad,save time,5.0,3.0,35-44,$100K-$149K,No,No,,Claude,5.0,
